date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2016-12-01,5,3.3,6.9,0.1,0,246,16.9,32.8,1027.5,0
2016-12-02,5.4,-2.2,8.4,1.4,0,321,10.1,30.2,1024,0
2016-12-03,-2.5,-6.4,1.3,0,0,344,3.6,9.4,1027.3,150
2016-12-04,-2.6,-8.1,5.5,0,0,39,4.3,24.1,1028.5,438
2016-12-05,1.4,-1.3,5.1,0,0,159,11.9,32.8,1027.7,432
2016-12-06,1.3,-2,5.7,0,0,158,10.1,27.7,1031.5,414
2016-12-07,3.8,1.1,6.4,0,0,156,21.6,44.3,1032.2,54
2016-12-08,6.1,4.1,9.1,0,0,157,22,37.8,1030.1,150
2016-12-09,8.8,6.5,11.3,0,0,185,16.2,29.5,1029,0
2016-12-10,7.7,4,10.6,1.9,0,181,14.8,32,1024.2,90
2016-12-11,8.5,7.3,10.5,1.6,0,252,22,64.8,1021,6
2016-12-12,7.1,4.1,8.3,0,0,255,8.3,25.9,1026.4,0
2016-12-13,6.2,4.7,7,2.8,0,158,14,25.9,1025,0
2016-12-14,7.9,6.6,10.6,0,0,154,11.5,25.9,1025,48
2016-12-15,7.7,5.8,9.5,0,0,150,22,51.8,1026.4,24
2016-12-16,4.7,2.4,6.8,0,0,150,23,48.2,1029.8,390
2016-12-17,4.8,2.7,6.5,0.1,0,185,10.8,27.7,1037.9,78
2016-12-18,6,4.4,7.6,0,0,241,7.9,18,1036.3,0
2016-12-19,3.8,-2.6,8,0,0,95,7.6,29.5,1029.6,414
2016-12-20,0.8,-4.3,6.2,0,0,73,9,33.5,1024.7,396
2016-12-21,2.5,-0.1,5.4,6.9,0,158,23.4,47.5,1027.1,288
2016-12-22,4.9,3.4,6.2,3.8,0,166,16.6,37.1,1029.6,0
2016-12-23,5.2,3.7,7.2,0.8,0,171,19.4,45.7,1032.3,54
2016-12-24,7.4,5.8,8.7,0.7,0,226,23,46.4,1026.2,48
2016-12-25,8.8,7.4,9.9,0.3,0,232,26.6,48.6,1025.5,0
2016-12-26,7.5,3.7,10.8,2.4,0,241,22.7,65.9,1029.1,114
2016-12-27,5,3,8.2,0,0,261,15.1,37.8,1041.5,342
2016-12-28,4.4,-1.3,6.1,0,0,254,7.2,17.3,1045.4,0
2016-12-29,1.4,-4.2,6.8,0,0,133,11.2,36.4,1040.9,426
2016-12-30,1.2,-2,5.4,0,0,172,12.6,29.5,1038.3,414
2016-12-31,-0.9,-5.3,2,0,0,178,11.9,29.5,1033.2,42
2017-01-01,-0.8,-4.1,1.7,3.9,0,177,17.6,35.6,1021.5,258
2017-01-02,1.3,-0.7,4.6,0.2,30,250,10.1,22.3,1023.5,174
2017-01-03,1.7,-3,3.9,2,0,235,19.8,46.8,1024.4,6
2017-01-04,4.1,1.1,6,0.7,0,282,23.8,63.7,1016.6,126
2017-01-05,-0.5,-7.7,2,0,0,2,10.4,31.3,1031.8,390
2017-01-06,-4.8,-9.9,-0.9,0,0,125,10.8,27.7,1040.9,408
2017-01-07,-2.4,-4.5,0.2,2,0,173,15.8,37.8,1033.6,0
2017-01-08,2.1,0.1,3.7,0,0,230,4.7,13,1031.6,0
2017-01-09,3.3,1.6,4.9,5.5,0,156,15.8,38.9,1024.2,18
2017-01-10,3.5,2.4,5.3,0.2,0,161,17.6,46.8,1010.9,6
2017-01-11,5.3,2.9,8.6,2.8,0,211,23.4,58.7,1008.7,6
2017-01-12,4.8,2.9,6.9,13.2,0,221,23.8,54.4,1005.2,114
2017-01-13,2.2,0.2,5,2.1,0,249,25.9,64.8,997.8,96
2017-01-14,2,-0.1,4.1,1.7,0,278,20.2,45,1012.5,144
2017-01-15,0,-4.6,2.1,0,10,258,8.6,27.7,1021.3,96
2017-01-16,-0.2,-4.8,2,0,0,12,6.8,20.5,1028.4,138
2017-01-17,-2.9,-5.8,0.4,0,0,43,7.9,24.1,1038.2,408
2017-01-18,-3.2,-8.1,0.4,0,0,34,6.5,16.6,1040.2,240
2017-01-19,-2.3,-8.1,4.4,0,0,33,5,16.6,1038.4,438
2017-01-20,-1.8,-8.2,3.2,0,0,30,5.4,22.3,1035.4,354
2017-01-21,-0.6,-6.3,5.9,0,0,91,6.8,31,1030.8,456
2017-01-22,-2.2,-7.8,3.2,0,0,167,6.8,24.8,1028.1,426
2017-01-23,-3.3,-8.7,-0.2,1.5,0,201,4.7,14.8,1028.3,0
2017-01-24,-0.1,-1.3,1.7,0,10,141,7.2,20.5,1029.8,0
2017-01-25,-1.3,-6.5,0.6,0,0,120,11.2,32.8,1031.3,186
2017-01-26,-2,-7.8,2.9,0,0,118,10.8,35.6,1025.8,462
2017-01-27,2,-6.2,7.3,0,0,144,21.6,46.8,1019.7,228
2017-01-28,5,0.8,9.6,1.5,0,155,18.7,47.5,1018.2,198
2017-01-29,5,3.4,8.5,3.3,0,172,18.7,38.9,1019.7,132
2017-01-30,5.3,2.4,7.2,3.3,0,198,20.2,45.7,1012.4,0
2017-01-31,2.9,1.5,4.2,0,0,266,6.8,20.5,1017.4,0
2017-02-01,3.7,1.5,6,0.3,0,148,24.5,51.1,1016.1,186
2017-02-02,7.8,5.2,11.1,0.8,0,150,24.8,43.9,1008.4,192
2017-02-03,8.8,6.8,11.6,1.4,0,157,18,40.7,1004.1,30
2017-02-04,6.3,3.9,8.5,4.8,0,144,16.6,56.2,1000.7,6
2017-02-05,5.7,1.4,8.7,0,0,140,12.2,33.5,1004.1,264
2017-02-06,3.3,-0.5,8.5,0,0,32,7.6,25.9,1017.6,60
2017-02-07,4.4,2.5,5.8,1.8,0,112,10.8,30.2,1018.1,0
2017-02-08,3.1,0.3,5.1,0,0,61,10.8,24.8,1023.9,0
2017-02-09,0.6,-2.8,3.8,0,0,51,11.9,29.5,1027.8,150
2017-02-10,-0.1,-2.8,0.9,2.1,0,57,10.8,22.3,1023.1,0
2017-02-11,1,-0.5,2.5,6.8,30,50,8.6,18.4,1021.2,0
2017-02-12,3.3,-1.9,8.5,0,0,63,13,27.7,1026.1,234
2017-02-13,2.8,-4.8,11.4,0,0,78,12.2,40,1029.6,498
2017-02-14,4.5,-4.6,11.5,0,0,116,13.3,39.6,1030.2,546
2017-02-15,8.9,3.6,15.5,0,0,161,13.7,28.4,1033,516
2017-02-16,8.8,3.4,13.2,0,0,209,11.5,27.7,1030.4,294
2017-02-17,6.3,2.7,8.8,1.5,0,265,13,31.3,1026.7,0
2017-02-18,6,1.9,9.7,0,0,231,6.1,20.5,1027.7,30
2017-02-19,4.8,1.2,8.1,1.2,0,200,14,29.5,1023.2,48
2017-02-20,8.6,6.2,10.8,4.5,0,224,20.5,38.2,1018.1,0
2017-02-21,10.3,8.5,12.6,0.7,0,263,17.3,42.1,1015.2,246
2017-02-22,10.1,8.9,10.9,15.3,0,241,31.3,65.9,1008.3,0
2017-02-23,8.9,4.9,10.6,2.3,0,230,41.4,88.9,998.2,54
2017-02-24,4.8,-1.4,7.6,0,0,273,19.8,79.6,1013,318
2017-02-25,4.9,-0.5,9.2,0,0,192,19.1,49.3,1019.7,264
2017-02-26,9.6,6.9,12.9,0,0,203,24.1,50,1012.4,54
2017-02-27,10.6,5.4,13.8,8.6,0,186,29.2,75.2,999.9,6
2017-02-28,5.3,1.9,9.6,5.9,0,209,27.4,62.3,992.6,54
2017-03-01,6,2,8.7,5.5,0,212,22.3,47.5,1000,90
2017-03-02,7.2,3,9.1,0.5,0,241,32.4,91.4,1008.5,12
2017-03-03,7.6,3,11.4,0,0,160,23,47.5,1007.4,114
2017-03-04,11.2,7.2,15.3,8.5,0,167,16.6,71.6,994.6,18
2017-03-05,7.6,5.2,11.9,7.2,0,194,24.1,58,999,216
2017-03-06,6.3,4.9,8.3,2,0,240,15.1,33.5,1001.5,6
2017-03-07,6,2.6,9.7,1,0,267,12.6,37.1,1015.2,42
2017-03-08,5.6,2.5,9.7,16.4,0,179,19.1,58.7,1016.8,0
2017-03-09,8,2.5,13.7,1.3,0,231,15.8,52.9,1019.9,96
2017-03-10,7.2,4.1,10.9,0,0,295,7.6,29.5,1028.3,402
2017-03-11,9.1,3.9,14.5,0,0,132,12.2,31,1022.5,498
2017-03-12,10.1,5.6,16.1,0,0,138,15.8,48.6,1016.8,342
2017-03-13,9.2,3.7,14.8,0,0,208,12.2,33.8,1025.7,450
2017-03-14,9.5,3.2,15.4,0,0,240,11.5,32.8,1032.4,318
2017-03-15,9.9,2.3,14.7,0,0,288,7.6,21.6,1032.4,306
2017-03-16,9.6,1.4,16.9,0,0,169,8.6,23.4,1024.5,636
2017-03-17,9.1,5.8,11,2.9,0,254,17.3,51.8,1015.7,54
2017-03-18,9.3,5.9,12.2,11.2,0,254,23.8,57.2,1008,0
2017-03-19,11.3,9.5,13.2,0,0,237,25.9,63,1009.6,6
2017-03-20,11.1,9.1,13.8,1,0,218,30.2,58.7,1008.4,0
2017-03-21,8.3,1.2,11.6,1.1,0,250,18,59.8,1010.5,12
2017-03-22,6.7,-0.9,11.8,0,0,144,14.4,42.1,1015.1,492
2017-03-23,8.8,0.5,15.9,0,0,68,15.1,40.7,1017.2,606
2017-03-24,9.5,4.3,14.8,0,0,57,15.5,38.9,1028.4,570
2017-03-25,9.8,3.6,15.7,0,0,46,19.8,48.6,1029,684
2017-03-26,9.4,3.7,15.5,0,0,,13,29.5,1025.1,636
2017-03-27,11,0.4,18.9,0,0,118,10.4,31.3,1023.8,714
2017-03-28,14,7.6,20.4,0,0,196,15.5,31.3,1022.1,648
2017-03-29,12.8,7.9,15.7,0,0,229,18,40.7,1025.4,54
2017-03-30,16.6,10.8,22.1,0,0,178,14.8,42.5,1024.3,474
2017-03-31,17.1,11.8,23.5,0.5,0,180,18.4,42.5,1014.8,468
2017-04-01,12.8,8.7,16.8,1.6,0,202,10.1,31.3,1013.2,132
2017-04-02,12.2,6.6,17.8,0,0,267,8.3,26.6,1020.8,540
2017-04-03,9.7,3.7,15.9,0,0,11,7.9,21.6,1027.1,414
2017-04-04,9.1,1.5,16.3,0,0,36,6.8,27.7,1025,564
2017-04-05,7.8,0.3,13.9,0.1,0,353,11.9,42.1,1026.4,78
2017-04-06,8,5.7,11,0,0,306,11.9,33.5,1028.5,60
2017-04-07,9.7,3.7,13.5,0,0,267,7.9,26.6,1026.2,0
2017-04-08,11.1,4.3,15.3,0,0,323,6.5,18.4,1025.3,282
2017-04-09,12.1,1.1,23.1,0,0,156,5.4,20.5,1023.1,720
2017-04-10,11,5.7,14.9,0,0,291,16.2,38.9,1021.5,162
2017-04-11,8.8,2.9,13.9,0,0,260,10.4,31.3,1026.2,168
2017-04-12,10,5.5,13.6,0.4,0,245,20.2,56.9,1017.6,30
2017-04-13,9.7,2.4,13.1,0,0,274,16.2,37.1,1015.8,54
2017-04-14,7.2,0.4,12.2,0.1,0,235,8.6,29.5,1017.4,6
2017-04-15,8.7,2.9,12.4,0.6,0,249,18,51.1,1015.8,78
2017-04-16,7.5,3.5,11.2,13.2,0,266,12.2,37.1,1019.9,102
2017-04-17,6.5,2.3,11.7,0.7,0,340,16.2,47.5,1019.3,246
2017-04-18,5.5,1.4,10.3,0.2,0,340,14.4,47.5,1027.1,450
2017-04-19,3.9,-2.4,8.7,0,0,35,14.4,43.9,1036,456
2017-04-20,4.9,-4.1,11.8,0,0,5,5.4,23.4,1036.5,786
2017-04-21,9.1,1.1,14.8,1,0,204,13.3,35.3,1030.2,6
2017-04-22,8.2,5,11,0.2,0,308,17.3,54.4,1025.9,120
2017-04-23,6.6,1,11.3,0,0,312,11.9,35.6,1026.1,192
2017-04-24,9.4,0.9,15.2,1.7,0,204,16.2,40.7,1015.5,264
2017-04-25,7.2,1.5,10.9,0.3,0,277,18,51.1,1009.4,294
2017-04-26,5,-1.4,11.1,0,0,286,9,42.5,1013.5,324
2017-04-27,6.2,-1.8,12.9,0,0,313,8.6,37.1,1016.8,534
2017-04-28,6.9,-0.2,12.4,0.1,0,247,10.1,33.8,1015.7,60
2017-04-29,8,-0.2,14.1,0,0,299,7.6,27.7,1018.7,546
2017-04-30,11.9,-0.2,19.4,0.1,0,114,18.4,51.1,1011.3,804
2017-05-01,10.6,7.1,14.5,6.2,0,148,11.5,29.5,1011.9,0
2017-05-02,9.2,7.1,13.1,8.8,0,15,8.6,31.3,1017,12
2017-05-03,10.8,7.5,15.6,4.2,0,62,10.1,34.6,1019.8,150
2017-05-04,10.7,8.4,13.7,0.2,0,35,16.2,38.2,1019.3,24
2017-05-05,9.5,6.6,12.4,0,0,36,11.2,25.9,1020.4,72
2017-05-06,13.6,4.4,21.2,0,0,42,13,38.2,1012.3,684
2017-05-07,12.9,8.5,18.7,0.1,0,337,13,35.3,1015,108
2017-05-08,9.3,5.6,12.3,0.9,0,309,11.9,31.3,1020.7,42
2017-05-09,8.2,0.7,14.5,0,0,351,7.6,31,1020.5,660
2017-05-10,10.3,-0.5,17.9,0,0,353,6.5,25.9,1009.9,852
2017-05-11,15.5,4.1,24.1,0.4,0,112,11.9,36.4,999.8,456
2017-05-12,17.3,13,22.7,2.1,0,188,14.4,30.2,1002.4,336
2017-05-13,17.4,12.4,22.7,0,0,218,14.8,37.8,1011.4,510
2017-05-14,15.8,9.2,22.1,0.8,0,212,11.9,46.8,1021.4,330
2017-05-15,16.6,8,21.7,0,0,251,7.2,27,1029.1,750
2017-05-16,21.2,15.7,26.9,0,0,168,11.2,29.5,1027.2,432
2017-05-17,24.3,18.8,29,0.7,0,147,20.9,54.4,1018.3,780
2017-05-18,18,13.8,21.8,8.3,0,110,10.1,31.3,1011.7,42
2017-05-19,13.6,9.5,17.1,1.9,0,207,15.1,43.9,1012.6,0
2017-05-20,13.1,7.8,18.2,0,0,208,13,35.6,1021.9,534
2017-05-21,15.4,8.2,21,0,0,164,9,37.8,1026.5,750
2017-05-22,18.4,7.4,24.8,0,0,122,10.1,37.8,1019.3,732
2017-05-23,19.3,12.8,24.8,0,0,232,17.6,45,1018.8,678
2017-05-24,16.9,8.7,22.9,0,0,313,11.5,40.7,1024,186
2017-05-25,16.5,9.3,24.4,0,0,7,9.4,37.8,1024.5,642
2017-05-26,19.9,10.2,27.4,0,0,55,11.2,33.5,1021.6,900
2017-05-27,24.8,14.6,31.3,0,0,130,18.7,42.5,1017.9,900
2017-05-28,21.9,16.8,27.6,2,0,346,7.9,33.5,1018.2,450
2017-05-29,26,17.4,33.8,5.5,0,68,10.8,40.7,1012.5,726
2017-05-30,21.2,16.2,25.2,0,0,270,13.7,42.5,1015.2,294
2017-05-31,18.4,12.6,24.9,0,0,279,11.5,31.3,1022,498
2017-06-01,18.9,10.2,25.9,0,0,351,6.8,27.7,1021.9,840
2017-06-02,22.1,14.4,29.3,0.3,0,59,8.3,37.1,1016.5,612
2017-06-03,20.7,15.5,26.7,3.7,0,235,11.5,40.7,1013.2,348
2017-06-04,16.7,9.6,20.8,0,0,283,13,37.8,1015.8,228
2017-06-05,17.2,8.7,23.3,0,0,171,11.2,32,1013.3,636
2017-06-06,16,12.1,19.3,2.5,0,186,30.2,75.2,1002.8,324
2017-06-07,14.3,10.9,18.5,1.3,0,230,30.2,71.6,1012.2,240
2017-06-08,18.9,12.5,25.6,0,0,201,19.8,42.5,1015.5,438
2017-06-09,17.8,11.2,21.5,5.7,0,215,16.2,43.9,1013.3,234
2017-06-10,18.1,9.8,24.9,0,0,222,11.5,33.5,1020.3,780
2017-06-11,22.7,16.7,29.3,0.4,0,186,16.2,36.4,1016.3,324
2017-06-12,17.3,14.6,20.4,0,0,263,21.6,45,1017.3,300
2017-06-13,16.8,9.8,20.4,0,0,274,10.8,29.2,1020.1,294
2017-06-14,18.7,9.2,26.1,0,0,46,7.9,29.5,1019.2,882
2017-06-15,21.5,13.2,31.1,10.1,0,190,13.7,48.6,1014.6,540
2017-06-16,17.2,10.5,20.2,0,0,279,19.4,46.4,1021.5,276
2017-06-17,17.5,9.3,21.9,0,0,275,7.9,24.1,1026.3,6
2017-06-18,21.5,12.9,28,0,0,43,7.2,24.8,1024.8,726
2017-06-19,23.7,14,31.5,0,0,101,9,27.7,1020,906
2017-06-20,24.3,14.4,31.5,0,0,25,11.2,34.6,1017.2,804
2017-06-21,23.3,15.9,30.3,0,0,35,11.2,29.5,1017.1,864
2017-06-22,26.7,18.9,35.2,0,0,215,20.9,52.9,1011.4,714
2017-06-23,21.8,17.3,26.4,0,0,257,19.4,43.2,1015.7,354
2017-06-24,18.1,14.2,21.3,0.3,0,248,20.5,45,1015.9,72
2017-06-25,19.6,16.4,23.6,0,0,240,22.7,51.8,1012.7,60
2017-06-26,19.6,15.3,24,0.1,0,280,14.8,42.5,1013.4,600
2017-06-27,18.2,13.9,21.9,0.9,0,43,11.9,26.6,1008.6,0
2017-06-28,19.5,15.4,22.9,8.1,0,174,14.4,38.9,997.6,180
2017-06-29,19,15.3,23,0,0,224,14.8,38.2,998,84
2017-06-30,18.5,14.6,23.1,5.8,0,221,19.4,43.9,1004.4,216
2017-07-01,16,14.7,18.2,3.4,0,259,14,30.2,1010.4,36
2017-07-02,16.8,12.1,21.5,0,0,260,15.8,36.4,1019.6,234
2017-07-03,17.6,8.4,24.2,0,0,237,12.6,41.4,1022,558
2017-07-04,19.3,14.5,25,0,0,274,10.4,27,1020.9,396
2017-07-05,21.5,13.5,27.5,0,0,331,8.3,31.3,1018.4,606
2017-07-06,21.9,13.7,29.7,0.8,0,39,7.9,41.4,1017.7,462
2017-07-07,23.4,16.4,30.2,0,0,255,15.8,44.3,1015.1,594
2017-07-08,22.2,15.4,29.1,0,0,292,8.6,25.9,1016.7,294
2017-07-09,21.7,17,27.1,0.2,0,338,8.3,22.3,1013.8,474
2017-07-10,21.5,16.8,28.2,0,0,267,11.5,42.5,1008.8,246
2017-07-11,19.2,14.4,25.2,5.8,0,236,19.1,49.3,1011.8,222
2017-07-12,16.1,10.4,17.8,15.8,0,226,17.6,72.7,1012.5,48
2017-07-13,15.4,7.3,21,0,0,50,6.1,25.2,1022.3,600
2017-07-14,15.6,9.6,23,2.6,0,308,10.4,37.1,1017.9,270
2017-07-15,17.3,11.7,21.7,0.1,0,271,10.1,29.5,1022.9,276
2017-07-16,19.6,16.4,22.7,4.1,0,218,13.7,31.3,1023.3,18
2017-07-17,20,13.5,24.6,0,0,329,9.4,24.8,1022.6,456
2017-07-18,21.3,12.4,28.7,0,0,35,11.9,41.4,1018.7,822
2017-07-19,23.3,16.8,32.8,18.1,0,120,14.8,76,1010.5,540
2017-07-20,21.6,15.8,26.9,0.5,0,198,20.9,56.9,1010.2,198
2017-07-21,19.5,10,25.7,0.3,0,195,7.9,27.7,1013.8,810
2017-07-22,22.6,16.9,28,7,0,176,13.7,37.1,1011.7,522
2017-07-23,17.8,14.6,21.2,2.3,0,226,22,63,1013.6,306
2017-07-24,15.4,13.1,18.1,13.2,0,225,8.3,40,1010.4,78
2017-07-25,15.6,14,19.2,17.1,0,309,16.9,47.5,1009.9,0
2017-07-26,19.1,15.2,23.3,1.1,0,283,15.1,36.4,1009.8,324
2017-07-27,18.6,14.6,21.4,0,0,237,15.1,42.5,1008.3,168
2017-07-28,17.6,12.6,22.1,0.6,0,236,19.8,55.1,1012.5,234
2017-07-29,21.9,16.3,26.4,0,0,196,20.9,45.7,1011.8,276
2017-07-30,22.9,16.8,26.5,2.7,0,208,23.4,66.6,1009,402
2017-07-31,20.1,14.2,25.3,0.2,0,181,12.2,41.4,1014.1,672
2017-08-01,18.6,13.3,21.7,0,0,216,7.6,24.1,1015.6,36
2017-08-02,18.9,13.6,24.7,8.1,0,199,10.8,38.9,1017.5,72
2017-08-03,20.5,16.8,24.6,0.4,0,200,18.7,55.1,1011.8,282
2017-08-04,19.2,13.8,22.6,1.8,0,231,20.9,56.2,1013.4,72
2017-08-05,16.1,13.1,20.4,15.8,0,265,9,46.8,1016,84
2017-08-06,16.3,10.5,22.4,0,0,237,8.3,25.2,1023.2,624
2017-08-07,18.6,11.1,24.8,0,0,122,8.3,31.3,1019.1,726
2017-08-08,16.9,12.5,21.9,15.2,0,142,12.6,50.8,1010.5,102
2017-08-09,17.5,14.3,22.4,9,0,216,13.7,38.9,1016.3,426
2017-08-10,15.8,14.4,17.3,11.6,0,326,6.1,27.7,1020.5,0
2017-08-11,16.2,14.3,17.9,0.1,0,317,7.9,21.6,1017.8,0
2017-08-12,16.2,14.1,19.2,2.3,0,223,18,38.2,1016.4,12
2017-08-13,18,13,22.3,0,0,268,8.6,33.5,1020.6,546
2017-08-14,19.3,10.5,25.9,0,0,86,8.3,33.8,1019.5,516
2017-08-15,21,18.1,25.9,1.6,0,170,16.6,44.3,1016.1,186
2017-08-16,19.7,14.4,24.7,0,0,291,6.5,20.9,1020.9,276
2017-08-17,19.4,15.7,23.5,5,0,175,18,46.8,1016.5,24
2017-08-18,17.8,12.3,20.1,0.6,0,192,14,47.5,1013.8,12
2017-08-19,15.3,12.3,20,0.1,0,222,22,50,1017.9,192
2017-08-20,15.5,11.5,19.5,0,0,239,15.8,39.6,1023.3,198
2017-08-21,16.3,9.5,21.9,0,0,209,5.4,16.6,1024,678
2017-08-22,17.7,10.3,23.8,0,0,81,8.3,24.8,1021.2,486
2017-08-23,20.4,11.8,26.6,0,0,108,13.3,32.8,1016.2,624
2017-08-24,19.2,13.6,23.1,0,0,250,13.7,31,1017.2,330
2017-08-25,19,12.6,24,0,0,84,6.8,25.9,1018.2,354
2017-08-26,20.2,15.6,25.5,0,0,317,6.8,24.1,1015.8,234
2017-08-27,19.6,14.3,25.2,0,0,9,6.8,18.4,1018.8,696
2017-08-28,20.3,12.2,27.6,0,0,97,6.5,29.5,1018.8,678
2017-08-29,24,17.6,30.7,0,0,158,12.6,31,1014.2,702
2017-08-30,22.6,18,26.4,0.6,0,197,13.3,48.2,1008.4,90
2017-08-31,15.6,10.3,19.6,1.1,0,295,12.2,29.5,1016.6,144
2017-09-01,15.1,11.5,21.3,2.1,0,134,9,34.6,1020.9,294
2017-09-02,14.5,9,19.9,0,0,21,6.5,24.1,1020.4,336
2017-09-03,14.6,6.4,21.2,0,0,155,6.8,20.5,1017.4,618
2017-09-04,17,12,23.2,0,0,175,14.4,34.6,1016.7,462
2017-09-05,20,16.3,25.5,1.2,0,179,13.7,29.5,1017.1,150
2017-09-06,16.7,13.5,20.2,0.9,0,248,20.9,54.4,1016.4,132
2017-09-07,15.6,12.6,19.7,0,0,235,16.2,35.3,1015.8,48
2017-09-08,15.7,14.7,17.2,27,0,202,24.8,58,1004.6,0
2017-09-09,13.7,10.1,17.6,2.9,0,213,14,39.6,998.6,102
2017-09-10,14,8.9,19.2,0.9,0,185,20.9,48.6,1003.7,372
2017-09-11,15,12.9,18.8,2.6,0,204,29.5,64.8,998.4,228
2017-09-12,14.2,11.7,17.6,3.8,0,225,21.6,46.8,1006.4,336
2017-09-13,15.2,12.2,19.3,1.5,0,215,34.2,83.9,1001.2,282
2017-09-14,11.9,10,14.6,10.9,0,236,27,74.2,1004.6,102
2017-09-15,11.7,7.2,15.5,2.5,0,226,13.3,35.3,1012.2,144
2017-09-16,11.5,6.2,17.1,0,0,190,13.3,37.1,1011.8,432
2017-09-17,11.2,7.7,16.8,0,0,174,10.8,27.7,1013.8,258
2017-09-18,11.3,7.8,16,9.1,0,190,13.7,40,1015,54
2017-09-19,11.8,8.5,15.3,0.4,0,260,9,27.7,1018.7,180
2017-09-20,12.4,9.2,16.6,0.1,0,205,10.4,29.2,1021.6,168
2017-09-21,13.7,9.3,19,0,0,148,13.3,27.7,1021.1,576
2017-09-22,14.6,9.5,19.3,0.2,0,198,8.6,24.1,1021.4,288
2017-09-23,14.1,8.2,18.4,0,0,330,6.1,20.9,1024.2,258
2017-09-24,12.9,6.2,20.4,0,0,38,6.1,29.2,1023.3,402
2017-09-25,13.9,8.2,18.7,0,0,39,6.5,20.5,1021.8,84
2017-09-26,14,9.7,19.8,0,0,42,6.1,22.3,1022.7,48
2017-09-27,14.9,8.2,21.8,0,0,109,8.3,25.2,1023.3,504
2017-09-28,17.6,14.7,22,1.9,0,152,12.6,29.2,1022.9,72
2017-09-29,19.3,16.2,23,9.5,0,152,13,29.5,1020.3,336
2017-09-30,14.1,8.4,18.2,12.5,0,213,9.4,42.1,1017.9,0
2017-10-01,13.6,7.9,18.4,0.3,0,165,20.9,43.9,1020,390
2017-10-02,16.1,12.8,19.5,4.7,0,207,22.3,52.9,1013.8,156
2017-10-03,12.7,9.3,16.2,0,0,257,16.6,43.9,1019.5,162
2017-10-04,12.3,9.6,14.6,2.9,0,231,21.6,46.4,1021.9,30
2017-10-05,12.6,8.9,15.7,2.7,0,256,27.4,74.5,1012.9,198
2017-10-06,10.6,8.4,14.9,2.7,0,275,16.9,49.3,1020.2,162
2017-10-07,10.3,8.3,11.5,5.5,0,227,24.1,52.9,1018.2,0
2017-10-08,12,8,14.8,0.1,0,290,11.2,29.2,1017.6,24
2017-10-09,11.3,6.9,14.2,0.8,0,204,7.6,24.1,1020.1,6
2017-10-10,14.2,12.3,15.9,0.2,0,224,16.9,38.2,1016.8,12
2017-10-11,14.7,12.5,15.9,0,0,212,21.2,44.3,1016.6,0
2017-10-12,14.3,10.8,16.9,0,0,233,19.8,50,1020.9,264
2017-10-13,15.4,10,20.1,0,0,192,13,31.3,1025.6,156
2017-10-14,16.3,12.7,21.9,0,0,177,11.5,27.7,1026.9,534
2017-10-15,17.1,12.4,22.9,0,0,151,18,37.1,1023.9,540
2017-10-16,18.8,14.8,24.1,0,0,153,21.2,43.2,1022.2,498
2017-10-17,15.1,10.4,18.6,0,0,184,7.6,24.1,1021.2,0
2017-10-18,14.6,8.1,20.7,0,0,117,9,24.8,1014.4,522
2017-10-19,16.6,12.4,21,2.7,0,151,16.9,35.6,1011.6,504
2017-10-20,14.6,10.8,17,3.4,0,187,24.8,58.7,1011.3,108
2017-10-21,13.4,10.9,17.7,3.7,0,177,21.6,53.6,1012.2,12
2017-10-22,10.6,9.4,12.1,2.9,0,219,22.3,52.9,1012.9,0
2017-10-23,11.3,9.3,14.4,0.4,0,234,17.6,37.1,1019.5,54
2017-10-24,14.2,11.7,16,0.4,0,186,17.6,34.6,1022,0
2017-10-25,15.1,11.3,17.4,0.1,0,226,17.6,45.7,1022.4,18
2017-10-26,14.3,11.8,17.6,3.4,0,237,10.4,29.5,1024.7,48
2017-10-27,11.8,9.8,14.3,0.3,0,302,14.4,40.7,1027.6,216
2017-10-28,10.3,7.8,13.6,4.7,0,247,23.8,56.9,1021,0
2017-10-29,10.4,6.1,13.7,0.7,0,297,25.6,73.4,1015.1,252
2017-10-30,7.1,2.1,11.1,0,0,297,10.8,29.2,1027,264
2017-10-31,8.5,4.9,10.9,0.1,0,202,14,33.8,1027.1,6
2017-11-01,10.7,9.2,14.2,0,0,207,14.8,29.5,1021.9,216
2017-11-02,10,5.9,12.8,0,0,213,12.6,25.9,1015.2,30
2017-11-03,10,6,13.5,0,0,195,8.6,22.3,1016.6,138
2017-11-04,11.2,6.4,15.4,2.3,0,168,20.5,46.8,1008.3,372
2017-11-05,8.5,1.9,12.8,2,0,265,12.6,50,1010.9,96
2017-11-06,4.7,0.2,10.9,0,0,194,5.4,13,1024,216
2017-11-07,4.3,-1.3,9,0,0,44,5,16.6,1022.9,336
2017-11-08,6.8,4.7,8.2,0,0,358,5.8,17.3,1019.8,0
2017-11-09,7.6,6.6,9,3,0,251,13,35.6,1023.5,12
2017-11-10,8.1,5,10.8,1.9,0,239,21.2,52.9,1016.7,12
2017-11-11,6.2,2.3,7.5,1.1,0,244,14,35.3,1011.2,0
2017-11-12,4.9,2.3,6.3,1.4,0,244,12.2,32.8,1005.3,12
2017-11-13,5.8,0.8,9.7,0,0,305,11.9,35.3,1018,258
2017-11-14,5.4,-0.5,8.8,0.8,0,201,13.3,33.5,1025.3,24
